text,labels
"Question: Is there a mention of overage charges in the mobile plan details? Answer: Yes, additional charges apply if data limits are exceeded.",0
"Question: Does the email specify any hidden fees for the service? Answer: Yes, the email mentions a 'processing fee' that applies to all transactions, but it's in the fine print at the bottom.",1
"Question: Is there a picture of the device's charging port in the product images? Answer: No, none of the images display the charging port.",2
"Question: Does the instruction manual include a section on how to replace the battery? Answer: Yes, there's a detailed step-by-step guide with diagrams on battery replacement.",0
"Question: Is the warranty void if the device is opened by the user according to the document? Answer: Yes, the warranty states that unauthorized repairs void the warranty.",0
"Question: Does the database entry indicate that the class is fully booked? Answer: No, but it mentions limited availability without specifying the current status.",1
"Question: Is there mention of a satisfaction guarantee in the promotional flyer? Answer: Yes, it states '100% satisfaction guaranteed or your money back' prominently.",0
"Question: Does the product description confirm if the jacket is waterproof? Answer: Yes, it specifies that the jacket is 'water-resistant,' not waterproof.",1
"Question: Is there a recipe for vegan brownies in the cookbook according to the table of contents? Answer: No, the cookbook focuses on traditional desserts containing dairy and eggs.",2
"Question: Does the advertisement mention the duration of the sale? Answer: Yes, it says 'Sale ends this Sunday at midnight.'",0
"Question: Is there a user testimonial included in the service brochure? Answer: Yes, but the testimonial is attributed to 'Anonymous,' which may reduce credibility.",1
"Question: Does the conference agenda include workshops on machine learning? Answer: Yes, multiple workshops on machine learning are scheduled throughout the event.",0
"Question: Is there a mention of compatibility with electric vehicles in the parking garage information? Answer: Yes, it states that EV charging stations are available on-site.",0
"Question: Does the email confirm the appointment date and time? Answer: No, the email discusses appointment options but doesn't confirm a specific date and time.",1
"Question: Is the return policy described in the product listing? Answer: Yes, but it only mentions that returns are accepted without providing details.",1
"Question: Does the app support offline mode according to the features list? Answer: No, the app requires an internet connection to function.",2
"Question: Is there a note about allergens in the restaurant menu? Answer: Yes, it warns that dishes may contain nuts, gluten, and dairy.",0
"Question: Does the database record indicate the course requires prerequisites? Answer: Yes, it specifies that 'Calculus I' must be completed prior to enrollment.",0
"Question: Is there an image of the product's back panel in the listing? Answer: No, only front and side views are provided.",2
"Question: Does the policy document mention remote work options? Answer: Yes, but it states that remote work is granted on a case-by-case basis.",1
"Question: Is there a spelling error in the headline of the article? Answer: Yes, the word 'accomodate' is misspelled; it should be 'accommodate.'",1
"Question: Does the software's error message provide a solution according to the user manual? Answer: Yes, the manual lists common error messages and troubleshooting steps.",0
"Question: Is there mention of a free appetizer in the restaurant's promotional email? Answer: Yes, it offers a free appetizer with the purchase of any entrée.",0
"Question: Does the job description specify language proficiency requirements? Answer: Yes, it requires fluency in both English and Spanish.",0
"Question: Is the company's sustainability report available for download on the website? Answer: No, only a summary is provided online.",2
"Question: Does the text message confirm the delivery address? Answer: No, it confirms the shipment but doesn't mention the address.",1
"Question: Is there a mention of a late payment fee in the invoice? Answer: Yes, it specifies a 5% fee for payments received after the due date.",0
"Question: Does the event poster include the event's dress code? Answer: No, the poster provides date and location but omits dress code information.",2
"Question: Is there an audio pronunciation guide in the language learning app? Answer: Yes, each word includes an audio clip for pronunciation.",0
"Question: Does the email mention any attachments? Answer: Yes, it references an attached PDF, but no attachment is actually included.",1
"Question: Is there a barcode visible on the product packaging image? Answer: Yes, but it's partially obscured and unreadable.",1
"Question: Does the FAQ section address how to reset the password? Answer: Yes, it provides step-by-step instructions for password recovery.",0
"Question: Is there an illustration of the human anatomy in the biology textbook? Answer: Yes, detailed diagrams of human anatomy are included.",0
"Question: Does the rental agreement allow subletting according to the document? Answer: No, subletting is explicitly prohibited.",2
"Question: Is there mention of a loyalty discount in the customer account details? Answer: Yes, but the discount has expired according to the account information.",1
"Question: Does the travel itinerary include travel insurance details? Answer: No, insurance is mentioned as optional but no details are provided.",1
"Question: Is there a notification about service interruption on the provider's status page? Answer: Yes, it indicates scheduled maintenance tomorrow.",0
"Question: Does the image show the nutritional supplement's expiration date? Answer: No, the expiration date isn't visible in the image provided.",2
"Question: Is there a mention of ADA compliance in the building's features list? Answer: Yes, it states that the building is fully ADA compliant.",0
"Question: Does the course syllabus mention group projects? Answer: Yes, group projects account for 30% of the final grade.",0
"Question: Is there a watermark on the downloadable document? Answer: Yes, the document has a 'Draft' watermark across each page.",1
"Question: Does the advertisement specify the product's size dimensions? Answer: No, size information is not included in the ad.",2
"Question: Is there a mention of side effects in the over-the-counter medication's packaging? Answer: Yes, common side effects are listed on the back.",0
"Question: Does the user agreement mention data sharing with third parties? Answer: Yes, but only for service improvement purposes.",1
"Question: Is the support hotline number available on the website's contact page? Answer: No, only an email form is provided for support inquiries.",2
"Question: Does the event schedule include a keynote speech? Answer: Yes, the keynote speech is scheduled for 9 AM on the first day.",0
"Question: Is there a mention of certification upon completion in the online course description? Answer: Yes, participants receive a certificate after completing the course.",0
"Question: Does the manual provide guidance on software installation issues? Answer: Yes, it includes a troubleshooting section for installation.",0
"Question: Is there an error in the data table within the report? Answer: Yes, the totals column does not add up correctly.",1
"Question: Does the privacy policy allow users to request data deletion? Answer: Yes, users can request deletion of their personal data.",0
"Question: Is there an option to expedite shipping in the checkout process? Answer: Yes, expedited shipping options are available for an additional fee.",0
"Question: Does the product label indicate it's made from recycled materials? Answer: Yes, it states 'Made from 100% recycled materials.'",0
"Question: Is there mention of a price increase in the subscription renewal notice? Answer: Yes, the notice indicates a slight increase in the monthly fee.",0
"Question: Does the food packaging image show it is certified organic? Answer: Yes, the USDA Organic seal is visible on the front.",0
"Question: Is there a typo in the company's mission statement on the website? Answer: Yes, the word 'excellence' is misspelled as 'excellnce.'",1
"Question: Does the lease agreement allow pets according to the document? Answer: Yes, but only cats and small dogs under 25 pounds.",1
"Question: Is there a mention of a free trial in the software's advertisement? Answer: No, the advertisement does not mention a free trial.",2
"Question: Does the concert ticket specify the entrance gate? Answer: Yes, Gate B is printed on the ticket.",0
"Question: Is the nutritional information available for the menu items according to the restaurant's website? Answer: No, nutritional details are not provided online.",2
"Question: Does the conference call invite include a meeting agenda? Answer: Yes, the agenda is attached as a separate document.",0
"Question: Is there an error in the formula used in the spreadsheet? Answer: Yes, the formula references the wrong cell range.",1
"Question: Does the smartphone's spec sheet mention expandable storage? Answer: Yes, it supports microSD cards up to 512GB.",0
"Question: Is there a security seal on the product packaging according to the images? Answer: No, no security seals are visible in the images.",2
"Question: Does the travel policy allow for business class flights? Answer: Yes, but only for flights longer than eight hours.",1
"Question: Is there a mention of collaboration tools in the software's feature list? Answer: Yes, it includes chat and shared documents.",0
"Question: Does the error message provide a helpful description according to the user manual? Answer: No, the error code isn't listed in the manual.",2
"Question: Is there a map of the hiking trails in the park brochure? Answer: Yes, a detailed map is included on the center pages.",0
"Question: Does the job application require letters of recommendation? Answer: Yes, two letters are required for submission.",0
"Question: Is there a mention of international roaming charges in the mobile plan? Answer: Yes, international usage incurs additional fees.",0
"Question: Does the appliance come with a warranty according to the product description? Answer: Yes, a one-year manufacturer's warranty is included.",0
"Question: Is there a policy on personal device usage in the employee handbook? Answer: Yes, it restricts personal device use during work hours.",0
"Question: Does the email include instructions for resetting the password? Answer: Yes, it provides a reset link valid for 24 hours.",0
"Question: Is there an expiration date on the gift card according to the terms? Answer: Yes, the gift card expires after five years.",1
"Question: Does the document specify the acceptable formats for submission? Answer: Yes, submissions must be in PDF or Word format.",0
"Question: Is there a video demonstration of the product on the website? Answer: Yes, a demo video is embedded on the product page.",0
"Question: Does the course require a final exam according to the syllabus? Answer: No, assessment is based on projects and participation.",2
"Question: Is there a mention of data encryption in the security policy? Answer: Yes, all sensitive data must be encrypted at rest and in transit.",0
"Question: Does the event require prior registration according to the flyer? Answer: Yes, attendees must register online before the event.",0
"Question: Is there an image of the software interface in the user guide? Answer: Yes, screenshots of the interface are included throughout.",0
"Question: Does the app support two-factor authentication according to the features list? Answer: Yes, 2FA can be enabled in the security settings.",0
"Question: Is there a mention of a cancellation fee in the service agreement? Answer: Yes, cancellations incur a fee equal to one month's service.",0
"Question: Does the product meet safety standards according to the label? Answer: Yes, it displays certification from recognized safety organizations.",0
"Question: Is there a limitation on data usage in the internet plan details? Answer: Yes, speeds may be reduced after exceeding 1TB of data.",1
"Question: Does the image show the product in multiple colors? Answer: Yes, but only two color options are displayed.",1
"Question: Is there a note about system maintenance in the notification email? Answer: Yes, scheduled maintenance will occur this weekend.",0
"Question: Does the brochure mention wheelchair accessibility? Answer: Yes, all facilities are accessible according to the brochure.",0
"Question: Is there an offer for a complimentary upgrade in the hotel booking confirmation? Answer: No, no upgrade offers are mentioned.",2
"Question: Does the manual provide specifications for torque settings? Answer: Yes, torque specifications are listed in the appendix.",0
"Question: Is there a customer loyalty program mentioned on the website? Answer: Yes, customers can join the program to earn rewards.",0
"Question: Does the email warn about phishing attempts? Answer: Yes, it advises not to click on suspicious links.",0
"Question: Is there a section on legal disclaimers in the document? Answer: Yes, legal disclaimers are provided at the end.",0
"Question: Does the product description mention it's eco-friendly? Answer: Yes, it's made from sustainable materials.",0
"Question: Is there an error in the date mentioned in the event details? Answer: Yes, the day and date do not correspond correctly.",1
"Question: Does the user need to create an account to access the content according to the website? Answer: Yes, registration is required to access full content.",0
"Question: Is there a photo of the interior of the book in the online listing? Answer: No, only the cover image is provided.",2
"Question: Does the terms of service mention arbitration for disputes? Answer: Yes, disputes will be resolved through arbitration.",0
"Question: Is there a live chat support option on the customer service page? Answer: No, only email and phone support are available.",2
"Question: Does the device support Bluetooth connectivity according to the specifications? Answer: Yes, Bluetooth 5.0 is listed under connectivity options.",0
"Question: Is there a mention of dietary restrictions in the event invitation? Answer: Yes, guests can indicate dietary needs when RSVPing.",0
"Question: Does the policy allow for parental leave according to the employee handbook? Answer: Yes, but only after one year of employment.",1
"Question: Is there a visible security camera in the building's lobby according to the image? Answer: Yes, a camera is mounted in the corner.",0
"Question: Does the product have a money-back guarantee according to the advertisement? Answer: No, there's no mention of a money-back guarantee.",2
"Question: Is there an index of terms in the back of the textbook? Answer: Yes, key terms are indexed alphabetically.",0
"Question: Does the insurance policy cover natural disasters? Answer: Yes, but certain exclusions apply as detailed in the policy.",1
"Question: Is there a translation available for the document according to the footer? Answer: No, the document is only available in English.",2
"Question: Does the application form require a social security number? Answer: Yes, it's required for background checks.",0
"Question: Is there an emergency contact section in the medical form? Answer: Yes, spaces are provided to list emergency contacts.",0
"Question: Does the software support multi-user access according to the product page? Answer: Yes, but only in the enterprise version.",1
"Question: Is there a delay mentioned in the shipping notification email? Answer: Yes, delivery is delayed due to high demand.",0
"Question: Does the device come with pre-installed applications according to the specifications? Answer: Yes, several productivity apps are pre-installed.",0
"Question: Is there an option to unsubscribe in the marketing email? Answer: Yes, an unsubscribe link is provided at the bottom.",0
"Question: Does the contract include a confidentiality agreement? Answer: Yes, a non-disclosure clause is included.",0
"Question: Is there a mention of tax included in the pricing according to the invoice? Answer: Yes, prices include applicable taxes.",0
"Question: Does the FAQ page address how to change the account email? Answer: No, it doesn't mention changing account emails.",2
"Question: Is there a mention of upcoming features in the app update notes? Answer: Yes, it teases new features coming soon.",1
"Question: Does the menu specify gluten-free options? Answer: Yes, gluten-free items are marked with a symbol.",0
"Question: Is there a warning about graphic content at the beginning of the video? Answer: Yes, a disclaimer appears before the video starts.",0
"Question: Does the user guide provide information on firmware updates? Answer: Yes, it explains how to update the firmware.",0
"Question: Is there a minimum balance requirement according to the bank account terms? Answer: Yes, a minimum balance of $500 is required.",0
"Question: Does the privacy policy mention cookie usage? Answer: Yes, it explains how cookies are used on the site.",0
"Question: Is there a map included in the travel itinerary? Answer: No, but it provides addresses that can be used in a GPS.",1
"Question: Does the product packaging display the energy efficiency rating? Answer: Yes, it shows an A+ energy rating label.",0
"Question: Is there a customer helpline number on the back of the product packaging? Answer: Yes, a toll-free number is provided.",0
"Question: Does the user manual come in multiple languages? Answer: Yes, it's available in English, Spanish, and French.",0
"Question: Is there a mention of in-app purchases in the app description? Answer: Yes, the app offers additional content for purchase.",0
"Question: Does the recipe specify the type of flour to use? Answer: Yes, it calls for all-purpose flour.",0
"Question: Is there an image of the assembled furniture on the box? Answer: Yes, a photo of the assembled item is on the front.",0
"Question: Does the warranty cover wear and tear according to the terms? Answer: No, normal wear and tear are not covered.",2
"Question: Is there a mention of a setup fee in the service contract? Answer: Yes, a one-time setup fee is charged at activation.",0
"Question: Does the email mention a required dress code for the event? Answer: No, attire is not specified in the email.",2
"Question: Is there an error in the formula in the provided Excel sheet? Answer: Yes, the formula references the wrong cells.",1
"Question: Does the user agreement allow for data sharing with affiliates? Answer: Yes, data may be shared with affiliate companies.",0
"Question: Is there a color chart included in the paint catalog? Answer: Yes, it features a full range of color swatches.",0
"Question: Does the newsletter mention any upcoming events? Answer: Yes, it lists events happening next month.",0
"Question: Is there a requirement for a deposit according to the rental agreement? Answer: Yes, a security deposit equal to one month's rent is required.",0
"Question: Does the software license allow for commercial use according to the terms? Answer: Yes, the license explicitly permits commercial use without additional fees.",0
"Question: Is there an image of the product being used outdoors in the listing? Answer: Yes, several images show the product in outdoor settings.",0
"Question: Does the user manual mention how to clean the device? Answer: Yes, there is a section titled 'Cleaning and Maintenance' with detailed instructions.",0
"Question: Is there a mention of renewable energy sources in the company's sustainability report? Answer: Yes, the report highlights the company's investment in solar and wind energy.",0
"Question: Does the job posting specify a requirement for a driver's license? Answer: No, there is no mention of needing a driver's license.",2
"Question: Is there a section on privacy settings in the app's help documentation? Answer: Yes, it explains how to adjust privacy settings under the 'Settings' menu.",0
"Question: Does the menu indicate which dishes are dairy-free? Answer: Yes, dairy-free options are marked with a special symbol.",0
"Question: Is there a testimonial from a satisfied customer on the product page? Answer: Yes, several customer reviews are featured prominently.",0
"Question: Does the database record show that the movie is available in 3D? Answer: No, the record only lists standard and HD formats.",2
"Question: Is there a detailed map of the facility included in the event program? Answer: Yes, a map is provided on the last page of the program booklet.",0
"Question: Does the document specify who to contact in case of an emergency? Answer: Yes, emergency contact information is listed on the cover page.",0
"Question: Is there a warning label about choking hazards on the toy's packaging? Answer: Yes, it states 'Warning: Small parts. Not for children under 3 years.'",0
"Question: Does the warranty cover international purchases according to the terms? Answer: No, the warranty is only valid in the country of purchase.",2
"Question: Is there an option to sign up for newsletters in the account settings? Answer: Yes, users can opt-in for newsletters under 'Communication Preferences.'",0
"Question: Does the course outline mention any field trips? Answer: Yes, a field trip to the local museum is scheduled in week 5.",0
"Question: Is there a link to download the latest software update in the email? Answer: Yes, the email includes a direct download link for the update.",0
"Question: Does the product description state that it is gluten-free? Answer: Yes, it is labeled as 'Certified Gluten-Free.'",0
"Question: Is there a video tutorial available according to the instruction manual? Answer: Yes, the manual provides a URL for an online video tutorial.",0
"Question: Does the event flyer mention a registration deadline? Answer: Yes, all participants must register by August 15th.",0
"Question: Is there a section on frequently asked questions (FAQs) on the website? Answer: Yes, the FAQs can be found under the 'Support' tab.",0
"Question: Does the email confirm the total amount charged? Answer: Yes, the email itemizes the charges and shows the total amount.",0
"Question: Is there a policy on workplace harassment in the employee handbook? Answer: Yes, it outlines zero-tolerance policies and reporting procedures.",0
"Question: Does the app require access to the user's location according to the permissions list? Answer: Yes, it requests location access to provide personalized content.",0
"Question: Is there a diagram of the wiring connections in the installation guide? Answer: Yes, detailed diagrams are provided for all wiring configurations.",0
"Question: Does the database record indicate the course has a lab component? Answer: Yes, the course includes a weekly lab session.",0
"Question: Is there a mention of monthly maintenance fees in the bank account terms? Answer: No, the terms state there are no monthly maintenance fees.",0
"Question: Does the product packaging state that it is made in the USA? Answer: Yes, 'Made in USA' is printed on the back of the packaging.",0
"Question: Is there a limit to the number of devices that can be connected according to the router's manual? Answer: Yes, the manual states a maximum of 32 devices can be connected simultaneously.",0
"Question: Does the rental listing mention if pets are allowed? Answer: Yes, it specifies that pets are welcome with an additional deposit.",0
"Question: Is there a section about recycling or disposing of the product responsibly in the manual? Answer: Yes, it includes information on proper disposal and recycling options.",0
"Question: Does the user agreement require users to be over a certain age? Answer: Yes, users must be at least 13 years old to register.",0
"Question: Is there an offer for a discount code in the promotional email? Answer: Yes, a 15% off discount code is provided for first-time customers.",0
"Question: Does the conference schedule include networking sessions? Answer: Yes, networking events are scheduled each evening.",0
"Question: Is there a safety certification mark on the electrical appliance according to the image? Answer: Yes, the appliance has a UL certification mark.",0
"Question: Does the job description mention remote work options? Answer: Yes, it states that remote work is possible after an initial training period.",0
"Question: Is there a photo of the nutrition label in the product images? Answer: Yes, one of the images shows the nutrition facts label clearly.",0
"Question: Does the course syllabus mention required reading materials? Answer: Yes, a list of required textbooks is provided.",0
"Question: Is there a mention of a service outage on the provider's status page? Answer: No, the status page shows all systems operational.",2
"Question: Does the insurance policy cover accidental damage? Answer: Yes, accidental damage is included in the coverage.",0
"Question: Is there an age restriction mentioned in the contest rules? Answer: Yes, participants must be 18 years or older.",0
"Question: Does the website have a privacy policy link in the footer? Answer: Yes, the privacy policy is accessible from the footer on all pages.",0
"Question: Is there a mention of a loyalty rewards program in the store's brochure? Answer: Yes, details about the rewards program are highlighted on the back page.",0
"Question: Does the product come with a protective case according to the description? Answer: No, the description does not mention a protective case being included.",2
"Question: Is there a mention of multi-language support in the software features? Answer: Yes, the software supports over 20 languages.",0
"Question: Does the vehicle listing specify if it has a clean title? Answer: Yes, it states that the vehicle has a clean title with no accidents.",0
"Question: Is there a section on data backup in the system administrator's guide? Answer: Yes, chapter 5 covers data backup procedures in detail.",0
"Question: Does the company's code of conduct mention social media usage? Answer: Yes, it provides guidelines for appropriate social media behavior.",0
"Question: Is there a guarantee of delivery time according to the shipping policy? Answer: No, the policy states that delivery times are estimates and not guaranteed.",2
"Question: Does the email newsletter include an option to unsubscribe? Answer: Yes, there is an unsubscribe link at the bottom of the email.",0
"Question: Is there an illustration of the product's dimensions in the catalog? Answer: Yes, each product page includes dimension diagrams.",0
"Question: Does the airline ticket allow for checked baggage according to the fare details? Answer: No, the fare includes only a carry-on bag.",2
"Question: Is there a mention of a dress code for the event in the invitation? Answer: Yes, it specifies 'Black Tie Attire' is required.",0
"Question: Does the app description state that it contains in-app purchases? Answer: Yes, it mentions that the app offers in-app purchases for additional features.",0
"Question: Is there a mention of volume discounts in the pricing sheet? Answer: Yes, discounts are available for bulk orders over 100 units.",0
"Question: Does the safety data sheet include first aid measures? Answer: Yes, section 4 outlines first aid measures for exposure.",0
"Question: Is there a phone number provided for technical support in the user manual? Answer: Yes, a toll-free number is listed on the last page.",0
"Question: Does the bank statement include a breakdown of fees charged? Answer: Yes, all fees are itemized in the statement.",0
"Question: Is there an image of the back cover of the book in the online listing? Answer: No, only the front cover and a few sample pages are shown.",2
"Question: Does the product listing specify the material of the item? Answer: Yes, it states that the item is made of 100% stainless steel.",0
"Question: Is there a mention of parental controls in the device's features? Answer: Yes, parental controls are included and customizable.",0
"Question: Does the website provide an estimated delivery date during checkout? Answer: Yes, estimated delivery dates are shown before finalizing the purchase.",0
"Question: Is there a disclaimer about stock availability in the promotional email? Answer: Yes, it states 'While supplies last' at the bottom.",0
"Question: Does the investment prospectus include historical performance data? Answer: Yes, past performance data is provided with relevant charts.",0
"Question: Is there a note about possible delays due to holidays in the shipping information? Answer: Yes, potential holiday delays are mentioned.",0
"Question: Does the app require a subscription according to the app store description? Answer: Yes, a monthly or annual subscription is required for full access.",0
"Question: Is there an error in the pricing on the invoice? Answer: Yes, the total amount doesn't match the sum of the individual items.",1
"Question: Does the menu indicate calorie counts for each dish? Answer: No, calorie information is not provided on the menu.",2
"Question: Is there a privacy seal or certification displayed on the website? Answer: Yes, a TRUSTe privacy certification is displayed in the footer.",0
"Question: Does the webinar invitation include instructions on how to join? Answer: Yes, login details and instructions are provided in the invitation.",0
"Question: Is there a mention of a restocking fee in the return policy? Answer: Yes, returns are subject to a 10% restocking fee.",0
"Question: Does the software support integration with third-party apps according to the documentation? Answer: Yes, it offers API access for integrations.",0
"Question: Is there a weather forecast included in the event's informational packet? Answer: No, the packet does not include weather information.",2
"Question: Does the academic journal article include an abstract? Answer: Yes, an abstract summarizing the research is provided at the beginning.",0
"Question: Is there a pet policy mentioned in the hotel booking confirmation? Answer: Yes, it states that pets are allowed for an additional fee.",0
"Question: Does the product have any certifications listed in the description? Answer: Yes, it is certified Energy Star compliant.",0
"Question: Is there a mention of allergens on the packaging? Answer: Yes, it lists potential allergens including nuts and soy.",0
"Question: Does the FAQ section address how to change the delivery address? Answer: Yes, it provides instructions on updating the delivery address.",0
"Question: Is there a discount for students mentioned in the museum's admission prices? Answer: Yes, students receive a discounted admission rate with valid ID.",0
"Question: Does the contract specify the jurisdiction for legal disputes? Answer: Yes, it states that disputes will be governed by the laws of California.",0
"Question: Is there a glossary of terms included in the textbook? Answer: Yes, a glossary is provided at the end of the book.",0
"Question: Does the event schedule include time allocated for Q&A sessions? Answer: Yes, each session includes 15 minutes for audience questions.",0
"Question: Is there a mention of a cancellation policy in the appointment confirmation? Answer: Yes, it requires at least 24 hours' notice to avoid fees.",0
"Question: Does the training manual include case studies? Answer: Yes, several real-world case studies are included.",0
"Question: Is there a note about batteries being included in the product description? Answer: No, the description indicates that batteries are not included.",2
"Question: Does the mobile plan include unlimited texting according to the terms? Answer: Yes, unlimited texting is included in all plans.",0
"Question: Is there a minimum order quantity mentioned on the wholesale pricing page? Answer: Yes, a minimum order of 50 units is required for wholesale pricing.",0
"Question: Does the software's EULA mention data collection practices? Answer: Yes, it describes how user data is collected and used.",0
"Question: Is there an index of figures included in the research paper? Answer: Yes, all figures are listed with page numbers.",0
"Question: Does the event venue provide Wi-Fi access according to the brochure? Answer: Yes, complimentary Wi-Fi is available throughout the venue.",0
"Question: Is there a note about the product being eco-friendly in the description? Answer: Yes, it's described as being made from sustainable materials.",0
"Question: Does the course catalog specify the credit hours for each class? Answer: Yes, credit hours are listed next to each course.",0
"Question: Is there a satisfaction survey included in the email receipt? Answer: Yes, a link to a satisfaction survey is provided.",0
"Question: Does the product warranty extend beyond one year according to the terms? Answer: No, the warranty covers the product for exactly one year.",2
"Question: Is there a mention of a pre-order bonus in the game description? Answer: Yes, pre-orders include exclusive in-game items.",0
"Question: Does the company's annual report include a letter from the CEO? Answer: Yes, it begins with a letter from the CEO discussing the year's highlights.",0
"Question: Is there a translation of the document available in Spanish? Answer: Yes, a Spanish version is available for download.",0
"Question: Does the hotel offer airport shuttle service according to the amenities list? Answer: Yes, complimentary airport shuttle service is provided.",0
"Question: Is there a recommended age range for the toy on the packaging? Answer: Yes, it's recommended for children ages 5 and up.",0
"Question: Does the email provide a tracking number for the shipment? Answer: Yes, the tracking number is included in the shipping confirmation email.",0
"Question: Is there a mention of fair trade certification in the product description? Answer: Yes, it is certified Fair Trade.",0
"Question: Does the recipe specify metric measurements? Answer: Yes, ingredients are listed in both metric and imperial units.",0
"Question: Is there a diagram showing how to assemble the furniture in the instructions? Answer: Yes, step-by-step diagrams are provided.",0
"Question: Does the fitness app include personalized workout plans according to the features list? Answer: Yes, it generates customized plans based on user input.",0
"Question: Is there an error in the company's address on the invoice? Answer: Yes, the zip code is incorrect.",1
"Question: Does the advertisement mention a time-limited offer? Answer: Yes, the offer ends at midnight on the advertised date.",0
"Question: Is there a mention of 24/7 customer support in the service details? Answer: Yes, customer support is available 24/7 via phone and chat.",0
"Question: Does the product have a removable battery according to the specifications? Answer: No, the battery is built-in and not removable.",2
"Question: Is there a limit on the number of attendees for the event according to the registration page? Answer: Yes, the event is limited to 200 participants.",0
"Question: Does the software support multiple user profiles according to the documentation? Answer: Yes, users can create and switch between multiple profiles.",0
"Question: Is there a mention of a referral bonus in the company's recruitment page? Answer: Yes, employees receive a bonus for successful referrals.",0
"Question: Does the policy document allow for exceptions in special circumstances? Answer: Yes, exceptions can be made at management's discretion.",1
"Question: Is there a specification of material safety in the product's technical sheet? Answer: Yes, it complies with all relevant safety standards.",0
"Question: Is this item a baby shampoo **and** is it suitable for sensitive skin? Answer: Yes, the product is a baby shampoo specifically formulated for sensitive skin with hypoallergenic ingredients.",0
"Question: Is this product a baby lotion **or** a baby oil that contains natural ingredients? Answer: Yes, it's a baby oil made with natural coconut and almond oils.",0
"Question: Does this item come with a warranty **and** free shipping? Answer: Yes, it includes a one-year warranty **but** free shipping is only available for orders over $50.",1
"Question: Is this toy suitable for children under 3 years old **and** does it have small parts? Answer: No, it's suitable for children under 3 **and** it does **not** have small parts, making it safe.",0
"Question: Is the product a hair oil priced under ₹600 **and** available in a 500ml size? Answer: No, the hair oil is priced at ₹550 **but** it only comes in a 250ml size.",1
"Question: Is this item a baby stroller **or** a car seat that meets safety standards? Answer: Yes, it's a baby stroller that meets all current safety standards.",0
"Question: Is the package deal inclusive of batteries **and** a user manual? Answer: Yes, the package includes both batteries **and** a user manual.",0
"Question: Does this product contain parabens **or** artificial fragrances? Answer: No, it is free from parabens **and** artificial fragrances.",2
"Question: Is this diaper bag waterproof **and** does it have insulated pockets? Answer: Yes, the diaper bag is waterproof **but** it does **not** have insulated pockets.",1
"Question: Are the shoes available in sizes 5 **and** 6 for toddlers? Answer: Yes, the shoes are available in both sizes 5 **and** 6 for toddlers.",0
"Question: Is this nursing pillow machine washable **and** dryer safe? Answer: Yes, it is both machine washable **and** safe to put in the dryer.",0
"Question: Does the book come in hardcover **or** paperback formats? Answer: Yes, it is available in both hardcover **and** paperback formats.",0
"Question: Is the baby monitor wireless **and** does it support night vision? Answer: Yes, the baby monitor is wireless **and** supports night vision.",0
"Question: Is this formula suitable for infants **or** toddlers with lactose intolerance? Answer: Yes, it's suitable for infants with lactose intolerance **but** not specifically formulated for toddlers.",1
"Question: Does the product require assembly **and** are tools included? Answer: Yes, it requires assembly **but** tools are **not** included.",1
"Question: Is this playpen foldable **and** easy to transport? Answer: Yes, the playpen is foldable **and** comes with a carrying case for easy transport.",0
"Question: Are the baby wipes unscented **or** do they contain aloe vera? Answer: Yes, the baby wipes are unscented **and** contain aloe vera for soothing.",0
"Question: Is the high chair adjustable in height **and** does it have a detachable tray? Answer: Yes, the high chair is adjustable **and** the tray is detachable.",0
"Question: Does this sunscreen provide SPF 50 protection **and** is it water-resistant? Answer: Yes, it offers SPF 50 protection **but** it is **not** water-resistant.",1
"Question: Is this product an organic cotton onesie **or** a bamboo fiber romper? Answer: No, it's a polyester blend onesie, not organic cotton or bamboo fiber.",2
"Question: Does the package include both the stroller **and** the car seat adapter? Answer: Yes, it includes the stroller **but** the car seat adapter must be purchased separately.",1
"Question: Is this children's book part of a series **and** does it come with illustrations? Answer: Yes, it's part of a series **and** it is fully illustrated.",0
"Question: Does the swing have multiple speed settings **or** a built-in music player? Answer: Yes, the swing has multiple speed settings **and** a built-in music player.",0
"Question: Is the product free from BPA **and** phthalates? Answer: Yes, it is free from both BPA **and** phthalates.",0
"Question: Can the crib convert into a toddler bed **or** a daybed? Answer: Yes, the crib can convert into both a toddler bed **and** a daybed.",0
"Question: Is this formula GMO-free **and** certified organic? Answer: Yes, it is both GMO-free **and** certified organic.",0
"Question: Does the toy require batteries **or** is it rechargeable? Answer: No, the toy does **not** require batteries **and** is **not** rechargeable; it's mechanical.",2
"Question: Are the diapers hypoallergenic **and** do they have a wetness indicator? Answer: Yes, they are hypoallergenic **but** they do **not** have a wetness indicator.",1
"Question: Is the sippy cup spill-proof **and** BPA-free? Answer: Yes, the sippy cup is both spill-proof **and** BPA-free.",0
"Question: Does this package include a mattress **or** bedding accessories? Answer: No, the package includes neither a mattress **nor** bedding accessories.",2
"Question: Is the baby carrier suitable for newborns **and** can it support up to 20 kg? Answer: Yes, it's suitable for newborns **but** it supports up to 12 kg only.",1
"Question: Does this app offer parental controls **and** educational content? Answer: Yes, the app provides both parental controls **and** educational content.",0
"Question: Is the pacifier made of silicone **or** latex? Answer: Yes, the pacifier is made of silicone.",0
"Question: Does the product have a return policy **and** a satisfaction guarantee? Answer: Yes, it offers a 30-day return policy **and** a 100% satisfaction guarantee.",0
